"SubNo"	"Hemisphere"	"Block"	"Trial"	"ACC"	"RT"	"Twitches"	"Task"	"Congruence"	"Axes"	"HomLocation"
"5024"	3	1	12	4	1	0.364215	4	"CRT"	"Incong"	"NW.SE"	"Inion"
"5025"	3	1	12	5	1	0.325374	4	"CRT"	"Cong"	"NW.SE"	"Inion"
"5026"	3	1	12	6	1	0.408737	3	"CRT"	"Incong"	"E.W"	"Inion"
"5027"	3	1	12	7	1	0.362403	3	"CRT"	"Cong"	"E.W"	"Inion"
"5028"	3	1	12	8	1	0.394909	3	"CRT"	"Incong"	"E.W"	"Inion"
"5029"	3	1	12	9	1	0.383523	3	"CRT"	"Cong"	"E.W"	"Inion"
"5030"	3	1	12	10	1	0.423697	3	"CRT"	"Incong"	"E.W"	"Inion"
"5031"	3	1	12	11	1	0.435302	4	"CRT"	"Cong"	"NE.SW"	"Inion"
"5032"	3	1	12	12	1	0.282957	4	"CRT"	"Cong"	"NE.SW"	"Inion"
"5033"	3	1	12	13	1	0.459621	4	"CRT"	"Cong"	"NE.SW"	"Inion"
"5034"	3	1	12	14	1	0.439599	4	"CRT"	"Incong"	"NE.SW"	"Inion"
"5035"	3	1	12	15	1	0.444488	4	"CRT"	"Incong"	"NE.SW"	"Inion"
"5036"	3	1	12	16	1	0.328835	4	"CRT"	"Incong"	"N.S"	"Inion"
"5037"	3	1	12	17	1	0.303691	4	"CRT"	"Incong"	"N.S"	"Inion"
"5038"	3	1	12	18	0	0.375585	4	"CRT"	"Cong"	"N.S"	"Inion"
"5039"	3	1	12	19	1	0.357584	4	"CRT"	"Cong"	"N.S"	"Inion"
"5040"	3	1	12	20	1	0.393628	4	"CRT"	"Cong"	"N.S"	"Inion"
"5041"	3	1	13	1	1	0.455605	2	"CRT"	"Cong"	"NW.SE"	"FZ"
"5042"	3	1	13	2	1	0.29819	2	"CRT"	"Cong"	"NW.SE"	"FZ"
"5043"	3	1	13	3	1	0.327967	2	"CRT"	"Incong"	"NW.SE"	"FZ"
"5044"	3	1	13	4	1	0.483403	2	"CRT"	"Incong"	"NW.SE"	"FZ"
"5045"	3	1	13	5	1	0.283005	2	"CRT"	"Incong"	"NW.SE"	"FZ"
"5046"	3	1	13	6	1	0.345884	2	"CRT"	"Cong"	"E.W"	"FZ"
"5047"	3	1	13	7	1	0.480239	2	"CRT"	"Incong"	"E.W"	"FZ"
"5048"	3	1	13	8	1	0.336234	2	"CRT"	"Cong"	"E.W"	"FZ"
"5049"	3	1	13	9	1	0.390831	2	"CRT"	"Incong"	"E.W"	"FZ"
"5050"	3	1	13	10	1	0.429346	2	"CRT"	"Cong"	"E.W"	"FZ"
"5051"	3	1	13	11	1	0.481756	2	"CRT"	"Incong"	"N.S"	"FZ"
"5052"	3	1	13	12	1	0.357476	2	"CRT"	"Cong"	"N.S"	"FZ"
"5053"	3	1	13	13	1	0.428228	2	"CRT"	"Incong"	"N.S"	"FZ"
"5054"	3	1	13	14	1	0.355929	2	"CRT"	"Incong"	"N.S"	"FZ"
"5055"	3	1	13	15	1	0.446098	2	"CRT"	"Cong"	"N.S"	"FZ"
"5056"	3	1	13	16	1	0.311367	2	"CRT"	"Incong"	"NE.SW"	"FZ"
"5057"	3	1	13	17	1	0.428624	2	"CRT"	"Cong"	"NE.SW"	"FZ"
"5058"	3	1	13	18	1	0.301777	2	"CRT"	"Cong"	"NE.SW"	"FZ"
"5059"	3	1	13	19	1	0.321289	2	"CRT"	"Incong"	"NE.SW"	"FZ"
"5060"	3	1	13	20	1	0.481709	2	"CRT"	"Cong"	"NE.SW"	"FZ"
"5061"	3	1	14	1	1	0.514249	3	"CRT"	"Incong"	"NE.SW"	"AF"
"5062"	3	1	14	2	1	0.491679	3	"CRT"	"Cong"	"NE.SW"	"AF"
"5063"	3	1	14	3	1	0.355258	3	"CRT"	"Cong"	"NE.SW"	"AF"
"5064"	3	1	14	4	1	0.428129	3	"CRT"	"Incong"	"NE.SW"	"AF"
"5065"	3	1	14	5	1	0.41042	3	"CRT"	"Cong"	"NE.SW"	"AF"
"5066"	3	1	14	6	1	0.392363	2	"CRT"	"Incong"	"E.W"	"AF"
"5067"	3	1	14	7	1	0.265267	2	"CRT"	"Cong"	"E.W"	"AF"
"5068"	3	1	14	8	1	0.412761	2	"CRT"	"Cong"	"E.W"	"AF"
"5069"	3	1	14	9	1	0.309948	2	"CRT"	"Incong"	"E.W"	"AF"
"5070"	3	1	14	10	1	0.274396	2	"CRT"	"Cong"	"E.W"	"AF"
"5071"	3	1	14	11	1	0.410403	3	"CRT"	"Cong"	"N.S"	"AF"
"5072"	3	1	14	12	1	0.413467	3	"CRT"	"Incong"	"N.S"	"AF"
"5073"	3	1	14	13	1	0.350034	3	"CRT"	"Incong"	"N.S"	"AF"
"5074"	3	1	14	14	1	0.284427	3	"CRT"	"Cong"	"N.S"	"AF"
"5075"	3	1	14	15	1	0.329638	3	"CRT"	"Incong"	"N.S"	"AF"
"5076"	3	1	14	16	1	0.326418	3	"CRT"	"Incong"	"NW.SE"	"AF"
"5077"	3	1	14	17	1	0.328163	3	"CRT"	"Incong"	"NW.SE"	"AF"
"5078"	3	1	14	18	1	0.360463	3	"CRT"	"Cong"	"NW.SE"	"AF"
"5079"	3	1	14	19	1	0.303643	3	"CRT"	"Incong"	"NW.SE"	"AF"
"5080"	3	1	14	20	1	0.365324	3	"CRT"	"Cong"	"NW.SE"	"AF"
"5081"	3	1	15	1	1	0.642414	2	"CRT"	"Incong"	"N.S"	"O1.2"
"5082"	3	1	15	2	1	0.356358	2	"CRT"	"Incong"	"N.S"	"O1.2"
"5083"	3	1	15	3	1	0.369393	2	"CRT"	"Cong"	"N.S"	"O1.2"
"5084"	3	1	15	4	1	0.364046	2	"CRT"	"Cong"	"N.S"	"O1.2"
"5085"	3	1	15	5	0	1.999964	2	"CRT"	"Incong"	"N.S"	"O1.2"
"5086"	3	1	15	6	1	0.333038	2	"CRT"	"Cong"	"E.W"	"O1.2"
"5087"	3	1	15	7	1	0.322011	2	"CRT"	"Cong"	"E.W"	"O1.2"
"5088"	3	1	15	8	1	0.405292	2	"CRT"	"Incong"	"E.W"	"O1.2"
"5089"	3	1	15	9	1	0.337199	2	"CRT"	"Incong"	"E.W"	"O1.2"
"5090"	3	1	15	10	1	0.418264	2	"CRT"	"Cong"	"E.W"	"O1.2"
"5091"	3	1	15	11	1	0.389746	3	"CRT"	"Cong"	"NE.SW"	"O1.2"
"5092"	3	1	15	12	1	0.368597	3	"CRT"	"Incong"	"NE.SW"	"O1.2"
"5093"	3	1	15	13	1	0.373654	3	"CRT"	"Cong"	"NE.SW"	"O1.2"
"5094"	3	1	15	14	1	0.426744	3	"CRT"	"Cong"	"NE.SW"	"O1.2"
"5095"	3	1	15	15	1	0.566295	3	"CRT"	"Incong"	"NE.SW"	"O1.2"
"5096"	3	1	15	16	1	0.396055	2	"CRT"	"Cong"	"NW.SE"	"O1.2"
"5097"	3	1	15	17	1	0.317557	2	"CRT"	"Cong"	"NW.SE"	"O1.2"
"5098"	3	1	15	18	1	0.320857	2	"CRT"	"Incong"	"NW.SE"	"O1.2"
"5099"	3	1	15	19	1	0.334739	2	"CRT"	"Incong"	"NW.SE"	"O1.2"
"5100"	3	1	15	20	1	0.329756	2	"CRT"	"Incong"	"NW.SE"	"O1.2"
"5101"	3	1	16	1	1	0.640858	7	"CRT"	"Cong"	"E.W"	"ATL"
"5102"	3	1	16	2	1	0.571183	7	"CRT"	"Cong"	"E.W"	"ATL"
"5103"	3	1	16	3	1	0.651948	7	"CRT"	"Cong"	"E.W"	"ATL"
"5104"	3	1	16	4	1	0.574657	7	"CRT"	"Incong"	"E.W"	"ATL"
"5105"	3	1	16	5	1	0.639653	7	"CRT"	"Incong"	"E.W"	"ATL"
"5106"	3	1	16	6	1	0.492073	5	"CRT"	"Cong"	"NE.SW"	"ATL"
"5107"	3	1	16	7	1	0.531927	5	"CRT"	"Incong"	"NE.SW"	"ATL"
"5108"	3	1	16	8	1	0.63705	5	"CRT"	"Cong"	"NE.SW"	"ATL"
"5109"	3	1	16	9	1	0.61037	5	"CRT"	"Cong"	"NE.SW"	"ATL"
"5110"	3	1	16	10	1	0.549294	5	"CRT"	"Incong"	"NE.SW"	"ATL"
"5111"	3	1	16	11	1	0.635842	7	"CRT"	"Incong"	"N.S"	"ATL"
"5112"	3	1	16	12	1	0.835644	7	"CRT"	"Incong"	"N.S"	"ATL"
"5113"	3	1	16	13	1	0.654843	7	"CRT"	"Cong"	"N.S"	"ATL"
"5114"	3	1	16	14	1	0.434875	7	"CRT"	"Incong"	"N.S"	"ATL"
"5115"	3	1	16	15	1	0.481537	7	"CRT"	"Cong"	"N.S"	"ATL"
"5116"	3	1	16	16	1	0.554028	5	"CRT"	"Cong"	"NW.SE"	"ATL"
"5117"	3	1	16	17	1	0.499492	5	"CRT"	"Incong"	"NW.SE"	"ATL"
"5118"	3	1	16	18	1	0.526391	5	"CRT"	"Incong"	"NW.SE"	"ATL"
"5119"	3	1	16	19	0	0.535791	5	"CRT"	"Incong"	"NW.SE"	"ATL"
"5120"	3	1	16	20	1	0.379184	5	"CRT"	"Cong"	"NW.SE"	"ATL"
"5121"	3	1	17	1	1	0.69363	4	"CRT"	"Incong"	"E.W"	"T7.8"
"5122"	3	1	17	2	1	0.631497	4	"CRT"	"Cong"	"E.W"	"T7.8"
"5123"	3	1	17	3	1	0.509941	4	"CRT"	"Incong"	"E.W"	"T7.8"
"5124"	3	1	17	4	1	0.410552	4	"CRT"	"Cong"	"E.W"	"T7.8"
"5125"	3	1	17	5	1	0.383487	4	"CRT"	"Incong"	"E.W"	"T7.8"
"5126"	3	1	17	6	1	0.452059	4	"CRT"	"Cong"	"N.S"	"T7.8"
"5127"	3	1	17	7	1	0.452961	4	"CRT"	"Cong"	"N.S"	"T7.8"
"5128"	3	1	17	8	1	0.939721	4	"CRT"	"Cong"	"N.S"	"T7.8"
"5129"	3	1	17	9	0	0.442179	4	"CRT"	"Incong"	"N.S"	"T7.8"
"5130"	3	1	17	10	0	1.999944	4	"CRT"	"Incong"	"N.S"	"T7.8"
"5131"	3	1	17	11	1	0.428964	6	"CRT"	"Cong"	"NE.SW"	"T7.8"
"5132"	3	1	17	12	1	0.526109	6	"CRT"	"Cong"	"NE.SW"	"T7.8"
"5133"	3	1	17	13	1	0.597888	6	"CRT"	"Incong"	"NE.SW"	"T7.8"
"5134"	3	1	17	14	1	0.717762	6	"CRT"	"Incong"	"NE.SW"	"T7.8"
"5135"	3	1	17	15	1	0.528868	6	"CRT"	"Cong"	"NE.SW"	"T7.8"
"5136"	3	1	17	16	1	0.650584	1	"CRT"	"Incong"	"NW.SE"	"T7.8"
"5137"	3	1	17	17	1	0.470298	1	"CRT"	"Incong"	"NW.SE"	"T7.8"
"5138"	3	1	17	18	1	0.442208	1	"CRT"	"Cong"	"NW.SE"	"T7.8"
"5139"	3	1	17	19	1	0.600168	1	"CRT"	"Cong"	"NW.SE"	"T7.8"
"5140"	3	1	17	20	1	0.589007	1	"CRT"	"Incong"	"NW.SE"	"T7.8"
"5141"	3	1	18	1	1	0.471493	2	"CRT"	"Cong"	"NW.SE"	"CZ"
"5142"	3	1	18	2	1	0.364957	2	"CRT"	"Incong"	"NW.SE"	"CZ"
"5143"	3	1	18	3	1	0.303652	2	"CRT"	"Incong"	"NW.SE"	"CZ"
"5144"	3	1	18	4	1	0.416039	2	"CRT"	"Cong"	"NW.SE"	"CZ"
"5145"	3	1	18	5	1	0.292571	2	"CRT"	"Incong"	"NW.SE"	"CZ"
"5146"	3	1	18	6	1	0.42758	2	"CRT"	"Incong"	"N.S"	"CZ"
"5147"	3	1	18	7	1	0.323259	2	"CRT"	"Cong"	"N.S"	"CZ"
"5148"	3	1	18	8	1	0.327004	2	"CRT"	"Cong"	"N.S"	"CZ"
"5149"	3	1	18	9	1	0.343842	2	"CRT"	"Incong"	"N.S"	"CZ"
"5150"	3	1	18	10	1	0.293013	2	"CRT"	"Cong"	"N.S"	"CZ"
"5151"	3	1	18	11	0	0.562783	2	"CRT"	"Incong"	"E.W"	"CZ"
"5152"	3	1	18	12	1	0.309497	2	"CRT"	"Cong"	"E.W"	"CZ"
"5153"	3	1	18	13	1	0.437811	2	"CRT"	"Cong"	"E.W"	"CZ"
"5154"	3	1	18	14	1	0.366624	2	"CRT"	"Incong"	"E.W"	"CZ"
"5155"	3	1	18	15	1	0.361271	2	"CRT"	"Incong"	"E.W"	"CZ"
"5156"	3	1	18	16	1	0.450481	2	"CRT"	"Incong"	"NE.SW"	"CZ"
"5157"	3	1	18	17	1	0.394108	2	"CRT"	"Cong"	"NE.SW"	"CZ"
"5158"	3	1	18	18	1	0.349151	2	"CRT"	"Incong"	"NE.SW"	"CZ"
"5159"	3	1	18	19	1	0.353357	2	"CRT"	"Cong"	"NE.SW"	"CZ"
"5160"	3	1	18	20	1	0.335757	2	"CRT"	"Cong"	"NE.SW"	"CZ"
"5161"	3	1	19	1	1	0.390863	2	"CRT"	"Cong"	"NW.SE"	"PO3.4"
"5162"	3	1	19	2	1	0.338152	2	"CRT"	"Incong"	"NW.SE"	"PO3.4"
"5163"	3	1	19	3	1	0.435959	2	"CRT"	"Incong"	"NW.SE"	"PO3.4"
"5164"	3	1	19	4	1	0.399953	2	"CRT"	"Cong"	"NW.SE"	"PO3.4"
"5165"	3	1	19	5	1	0.354974	2	"CRT"	"Incong"	"NW.SE"	"PO3.4"
"5166"	3	1	19	6	1	0.392804	2	"CRT"	"Cong"	"N.S"	"PO3.4"
"5167"	3	1	19	7	1	0.325316	2	"CRT"	"Cong"	"N.S"	"PO3.4"
"5168"	3	1	19	8	1	0.262631	2	"CRT"	"Incong"	"N.S"	"PO3.4"
"5169"	3	1	19	9	1	0.429806	2	"CRT"	"Cong"	"N.S"	"PO3.4"
"5170"	3	1	19	10	1	0.453788	2	"CRT"	"Incong"	"N.S"	"PO3.4"
"5171"	3	1	19	11	1	0.250418	2	"CRT"	"Cong"	"E.W"	"PO3.4"
"5172"	3	1	19	12	1	0.250257	2	"CRT"	"Cong"	"E.W"	"PO3.4"
"5173"	3	1	19	13	1	0.368237	2	"CRT"	"Incong"	"E.W"	"PO3.4"
"5174"	3	1	19	14	1	0.296085	2	"CRT"	"Cong"	"E.W"	"PO3.4"
"5175"	3	1	19	15	1	0.297275	2	"CRT"	"Incong"	"E.W"	"PO3.4"
"5176"	3	1	19	16	1	0.416563	2	"CRT"	"Cong"	"NE.SW"	"PO3.4"
"5177"	3	1	19	17	1	0.322385	2	"CRT"	"Incong"	"NE.SW"	"PO3.4"
"5178"	3	1	19	18	1	0.428286	2	"CRT"	"Cong"	"NE.SW"	"PO3.4"
"5179"	3	1	19	19	1	0.357201	2	"CRT"	"Incong"	"NE.SW"	"PO3.4"
"5180"	3	1	19	20	1	0.378546	2	"CRT"	"Incong"	"NE.SW"	"PO3.4"
"5181"	3	1	20	1	1	0.517742	2	"CRT"	"Incong"	"N.S"	"F3.4"
"5182"	3	1	20	2	1	0.405252	2	"CRT"	"Cong"	"N.S"	"F3.4"
"5183"	3	1	20	3	1	0.636081	2	"CRT"	"Incong"	"N.S"	"F3.4"
"5184"	3	1	20	4	1	0.267098	2	"CRT"	"Cong"	"N.S"	"F3.4"
"5185"	3	1	20	5	1	0.297745	2	"CRT"	"Cong"	"N.S"	"F3.4"
"5186"	3	1	20	6	1	0.47027	2	"CRT"	"Incong"	"NW.SE"	"F3.4"
"5187"	3	1	20	7	1	0.432535	2	"CRT"	"Cong"	"NW.SE"	"F3.4"
"5188"	3	1	20	8	1	0.400703	2	"CRT"	"Cong"	"NW.SE"	"F3.4"
"5189"	3	1	20	9	1	0.373139	2	"CRT"	"Incong"	"NW.SE"	"F3.4"
"5190"	3	1	20	10	1	0.390853	2	"CRT"	"Incong"	"NW.SE"	"F3.4"
"5191"	3	1	20	11	1	0.404685	2	"CRT"	"Incong"	"NE.SW"	"F3.4"
"5192"	3	1	20	12	1	0.457306	2	"CRT"	"Cong"	"NE.SW"	"F3.4"
"5193"	3	1	20	13	1	0.399999	2	"CRT"	"Incong"	"NE.SW"	"F3.4"
"5194"	3	1	20	14	0	0.376157	2	"CRT"	"Incong"	"NE.SW"	"F3.4"
"5195"	3	1	20	15	1	0.355163	2	"CRT"	"Cong"	"NE.SW"	"F3.4"
"5196"	3	1	20	16	1	0.336966	2	"CRT"	"Incong"	"E.W"	"F3.4"
"5197"	3	1	20	17	1	0.379906	2	"CRT"	"Incong"	"E.W"	"F3.4"
"5198"	3	1	20	18	1	0.365659	2	"CRT"	"Cong"	"E.W"	"F3.4"
"5199"	3	1	20	19	1	0.299705	2	"CRT"	"Cong"	"E.W"	"F3.4"
"5200"	3	1	20	20	1	0.381839	2	"CRT"	"Cong"	"E.W"	"F3.4"
"5201"	3	1	21	1	1	0.362066	2	"CRT"	"Cong"	"NE.SW"	"P3.4"
"5202"	3	1	21	2	1	0.463964	2	"CRT"	"Incong"	"NE.SW"	"P3.4"
"5203"	3	1	21	3	1	0.354578	2	"CRT"	"Cong"	"NE.SW"	"P3.4"
"5204"	3	1	21	4	1	0.338723	2	"CRT"	"Cong"	"NE.SW"	"P3.4"
"5205"	3	1	21	5	1	0.287514	2	"CRT"	"Incong"	"NE.SW"	"P3.4"
"5206"	3	1	21	6	1	0.302038	2	"CRT"	"Incong"	"E.W"	"P3.4"
"5207"	3	1	21	7	1	0.335808	2	"CRT"	"Cong"	"E.W"	"P3.4"
"5208"	3	1	21	8	1	0.315283	2	"CRT"	"Incong"	"E.W"	"P3.4"
"5209"	3	1	21	9	1	0.282514	2	"CRT"	"Incong"	"E.W"	"P3.4"
"5210"	3	1	21	10	1	0.303377	2	"CRT"	"Cong"	"E.W"	"P3.4"
"5211"	3	1	21	11	1	0.345237	2	"CRT"	"Incong"	"N.S"	"P3.4"
"5212"	3	1	21	12	1	0.303311	2	"CRT"	"Cong"	"N.S"	"P3.4"
"5213"	3	1	21	13	1	0.255364	2	"CRT"	"Incong"	"N.S"	"P3.4"
"5214"	3	1	21	14	1	0.358248	2	"CRT"	"Incong"	"N.S"	"P3.4"
"5215"	3	1	21	15	1	0.202575	2	"CRT"	"Cong"	"N.S"	"P3.4"
"5216"	3	1	21	16	0	0.294024	2	"CRT"	"Incong"	"NW.SE"	"P3.4"
"5217"	3	1	21	17	1	0.338758	2	"CRT"	"Cong"	"NW.SE"	"P3.4"
"5218"	3	1	21	18	1	0.324863	2	"CRT"	"Incong"	"NW.SE"	"P3.4"
"5219"	3	1	21	19	1	0.335329	2	"CRT"	"Cong"	"NW.SE"	"P3.4"
"5220"	3	1	21	20	1	0.295234	2	"CRT"	"Cong"	"NW.SE"	"P3.4"
"5221"	3	1	22	1	1	0.402929	2	"CRT"	"Cong"	"NE.SW"	"FC1.2"
"5222"	3	1	22	2	1	0.373633	2	"CRT"	"Cong"	"NE.SW"	"FC1.2"
"5223"	3	1	22	3	1	0.376052	2	"CRT"	"Incong"	"NE.SW"	"FC1.2"
"5224"	3	1	22	4	1	0.25855	2	"CRT"	"Incong"	"NE.SW"	"FC1.2"
"5225"	3	1	22	5	1	0.40296	2	"CRT"	"Cong"	"NE.SW"	"FC1.2"
"5226"	3	1	22	6	1	0.311859	2	"CRT"	"Cong"	"N.S"	"FC1.2"
"5227"	3	1	22	7	1	0.258861	2	"CRT"	"Cong"	"N.S"	"FC1.2"
"5228"	3	1	22	8	1	0.289467	2	"CRT"	"Incong"	"N.S"	"FC1.2"
"5229"	3	1	22	9	1	0.304082	2	"CRT"	"Incong"	"N.S"	"FC1.2"
"5230"	3	1	22	10	0	0.350912	2	"CRT"	"Cong"	"N.S"	"FC1.2"
"5231"	3	1	22	11	1	0.325004	4	"CRT"	"Cong"	"E.W"	"FC1.2"
"5232"	3	1	22	12	1	0.290983	4	"CRT"	"Incong"	"E.W"	"FC1.2"
"5233"	3	1	22	13	1	0.377724	4	"CRT"	"Cong"	"E.W"	"FC1.2"
"5234"	3	1	22	14	1	0.322847	4	"CRT"	"Incong"	"E.W"	"FC1.2"
"5235"	3	1	22	15	1	0.354863	4	"CRT"	"Incong"	"E.W"	"FC1.2"
"5236"	3	1	22	16	1	0.393896	2	"CRT"	"Incong"	"NW.SE"	"FC1.2"
"5237"	3	1	22	17	1	0.363076	2	"CRT"	"Cong"	"NW.SE"	"FC1.2"
"5238"	3	1	22	18	1	0.374643	2	"CRT"	"Incong"	"NW.SE"	"FC1.2"
"5239"	3	1	22	19	1	0.404366	2	"CRT"	"Cong"	"NW.SE"	"FC1.2"
"5240"	3	1	22	20	1	0.355261	2	"CRT"	"Incong"	"NW.SE"	"FC1.2"
"5241"	3	1	23	1	1	0.439408	3	"CRT"	"Cong"	"N.S"	"C3.4"
"5242"	3	1	23	2	1	0.337078	3	"CRT"	"Cong"	"N.S"	"C3.4"
"5243"	3	1	23	3	1	0.244121	3	"CRT"	"Incong"	"N.S"	"C3.4"
"5244"	3	1	23	4	0	0.333062	3	"CRT"	"Cong"	"N.S"	"C3.4"
"5245"	3	1	23	5	1	0.349165	3	"CRT"	"Incong"	"N.S"	"C3.4"
"5246"	3	1	23	6	1	0.357044	3	"CRT"	"Incong"	"E.W"	"C3.4"
"5247"	3	1	23	7	1	0.373282	3	"CRT"	"Incong"	"E.W"	"C3.4"
"5248"	3	1	23	8	1	0.625747	3	"CRT"	"Incong"	"E.W"	"C3.4"
"5249"	3	1	23	9	1	0.390745	3	"CRT"	"Cong"	"E.W"	"C3.4"
"5250"	3	1	23	10	1	0.545195	3	"CRT"	"Cong"	"E.W"	"C3.4"
"5251"	3	1	23	11	1	0.440615	4	"CRT"	"Cong"	"NE.SW"	"C3.4"
"5252"	3	1	23	12	1	0.567975	4	"CRT"	"Cong"	"NE.SW"	"C3.4"
"5253"	3	1	23	13	1	0.529163	4	"CRT"	"Incong"	"NE.SW"	"C3.4"
"5254"	3	1	23	14	1	0.500205	4	"CRT"	"Incong"	"NE.SW"	"C3.4"
"5255"	3	1	23	15	1	0.370905	4	"CRT"	"Incong"	"NE.SW"	"C3.4"
"5256"	3	1	23	16	0	1.999779	1	"CRT"	"Cong"	"NW.SE"	"C3.4"
"5257"	3	1	23	17	0	1.998832	1	"CRT"	"Cong"	"NW.SE"	"C3.4"
"5258"	3	1	23	18	0	2.00001	1	"CRT"	"Cong"	"NW.SE"	"C3.4"
"5259"	3	1	23	19	0	2.000059	1	"CRT"	"Incong"	"NW.SE"	"C3.4"
"5260"	3	1	23	20	0	2.000507	1	"CRT"	"Incong"	"NW.SE"	"C3.4"
"5261"	3	1	24	1	1	0.402364	4	"CRT"	"Cong"	"N.S"	"TPJ"
"5262"	3	1	24	2	1	0.357657	4	"CRT"	"Incong"	"N.S"	"TPJ"
"5263"	3	1	24	3	1	0.295995	4	"CRT"	"Cong"	"N.S"	"TPJ"
"5264"	3	1	24	4	1	0.414738	4	"CRT"	"Incong"	"N.S"	"TPJ"
"5265"	3	1	24	5	1	0.341491	4	"CRT"	"Cong"	"N.S"	"TPJ"
"5266"	3	1	24	6	1	0.441493	2	"CRT"	"Incong"	"NE.SW"	"TPJ"
"5267"	3	1	24	7	1	0.368955	2	"CRT"	"Incong"	"NE.SW"	"TPJ"
"5268"	3	1	24	8	1	0.300505	2	"CRT"	"Cong"	"NE.SW"	"TPJ"
"5269"	3	1	24	9	1	0.328405	2	"CRT"	"Cong"	"NE.SW"	"TPJ"
"5270"	3	1	24	10	1	0.407862	2	"CRT"	"Cong"	"NE.SW"	"TPJ"
"5271"	3	1	24	11	1	0.453031	3	"CRT"	"Cong"	"E.W"	"TPJ"
"5272"	3	1	24	12	1	0.564782	3	"CRT"	"Incong"	"E.W"	"TPJ"
"5273"	3	1	24	13	1	0.313209	3	"CRT"	"Cong"	"E.W"	"TPJ"
"5274"	3	1	24	14	1	0.272975	3	"CRT"	"Incong"	"E.W"	"TPJ"
"5275"	3	1	24	15	1	0.376683	3	"CRT"	"Incong"	"E.W"	"TPJ"
"5276"	3	1	24	16	1	0.35428	2	"CRT"	"Incong"	"NW.SE"	"TPJ"
"5277"	3	1	24	17	1	0.472065	2	"CRT"	"Incong"	"NW.SE"	"TPJ"
"5278"	3	1	24	18	1	0.256132	2	"CRT"	"Cong"	"NW.SE"	"TPJ"
"5279"	3	1	24	19	1	0.274137	2	"CRT"	"Cong"	"NW.SE"	"TPJ"
"5280"	3	1	24	20	1	0.284586	2	"CRT"	"Incong"	"NW.SE"	"TPJ"
"5281"	4	2	1	1	NA	0.35386	0	"CRT"	"Incong"	"E.W"	"LatOc"
"5282"	4	2	1	2	1	0.313963	0	"CRT"	"Cong"	"E.W"	"LatOc"
"5283"	4	2	1	3	1	0.318671	0	"CRT"	"Incong"	"E.W"	"LatOc"
"5284"	4	2	1	4	1	0.314473	0	"CRT"	"Cong"	"E.W"	"LatOc"
"5285"	4	2	1	5	1	0.333221	0	"CRT"	"Cong"	"E.W"	"LatOc"
"5286"	4	2	1	6	1	0.456222	2	"CRT"	"Cong"	"NE.SW"	"LatOc"
"5287"	4	2	1	7	1	0.31324	2	"CRT"	"Incong"	"NE.SW"	"LatOc"
"5288"	4	2	1	8	1	0.340401	2	"CRT"	"Incong"	"NE.SW"	"LatOc"
"5289"	4	2	1	9	1	0.320663	2	"CRT"	"Cong"	"NE.SW"	"LatOc"
"5290"	4	2	1	10	1	0.327892	2	"CRT"	"Incong"	"NE.SW"	"LatOc"
"5291"	4	2	1	11	1	0.331153	2	"CRT"	"Incong"	"N.S"	"LatOc"
"5292"	4	2	1	12	1	0.34519	2	"CRT"	"Cong"	"N.S"	"LatOc"
"5293"	4	2	1	13	1	0.328052	2	"CRT"	"Cong"	"N.S"	"LatOc"
"5294"	4	2	1	14	1	0.309725	2	"CRT"	"Incong"	"N.S"	"LatOc"
"5295"	4	2	1	15	1	0.321733	2	"CRT"	"Incong"	"N.S"	"LatOc"
"5296"	4	2	1	16	1	0.375013	1	"CRT"	"Incong"	"NW.SE"	"LatOc"
"5297"	4	2	1	17	1	0.338132	1	"CRT"	"Cong"	"NW.SE"	"LatOc"
"5298"	4	2	1	18	1	0.275617	1	"CRT"	"Cong"	"NW.SE"	"LatOc"
"5299"	4	2	1	19	1	0.276481	1	"CRT"	"Cong"	"NW.SE"	"LatOc"
"5300"	4	2	1	20	1	0.331173	1	"CRT"	"Incong"	"NW.SE"	"LatOc"
"5301"	4	2	2	1	1	0.33925	0	"CRT"	"Cong"	"NE.SW"	"P3.4"
"5302"	4	2	2	2	1	0.356085	0	"CRT"	"Incong"	"NE.SW"	"P3.4"
"5303"	4	2	2	3	1	0.31534	0	"CRT"	"Cong"	"NE.SW"	"P3.4"
"5304"	4	2	2	4	1	0.311348	0	"CRT"	"Incong"	"NE.SW"	"P3.4"
"5305"	4	2	2	5	1	0.282133	0	"CRT"	"Cong"	"NE.SW"	"P3.4"
"5306"	4	2	2	6	1	0.325082	0	"CRT"	"Incong"	"E.W"	"P3.4"
"5307"	4	2	2	7	1	0.299929	0	"CRT"	"Incong"	"E.W"	"P3.4"
"5308"	4	2	2	8	1	0.257835	0	"CRT"	"Cong"	"E.W"	"P3.4"
"5309"	4	2	2	9	1	0.283898	0	"CRT"	"Cong"	"E.W"	"P3.4"
"5310"	4	2	2	10	1	0.27541	0	"CRT"	"Incong"	"E.W"	"P3.4"
"5311"	4	2	2	11	1	0.349326	0	"CRT"	"Incong"	"N.S"	"P3.4"
"5312"	4	2	2	12	1	0.313528	0	"CRT"	"Incong"	"N.S"	"P3.4"
"5313"	4	2	2	13	1	0.321058	0	"CRT"	"Cong"	"N.S"	"P3.4"
"5314"	4	2	2	14	1	0.320409	0	"CRT"	"Cong"	"N.S"	"P3.4"
